form	lemma	POS	morph
més		ADV	
en		P	
los		D	
furs		ADJ	
d’		P	
Aragó		NPR	
,		COMMA	
car		C	
sovén		VG	
e		CONJ	
menut		VN	
los		D	
jutjava		VBPC^2^SG	
.		.	
E		CONJ	
dixem		VBDI^1^PL	
:		:	
Per		P	
aquesta		D^DEM	
raó		N	
envie		VBPC^3^SG	
per		P	
vós		PRO^2^PL	
,		COMMA	
per		P	
ço		PRO^3^SG	
can		C	
mon		D^POS	
pare		N	
féu		VBDI^3^SG	
lo		D	
vostre		D^POS	
,		COMMA	
e		CONJ	
jo		PRO^1^SG	
hé		VBPI^1^SG	
feit		VNI	
vosautres		D^DEM	
,		COMMA	
e		CONJ	
per		P	
la		D	
mia		D^POS	
desaventura		N	
e		CONJ	
mala		ADJ	
ventura		N	
de		P	
mos		D^POS	
hòmens		N	
no		NEG	
pusch		VBDI^3^SG	
descobrir		VB	
a		P	
neguns		D^Q	
de		P	
la		D	
ost		N	
,		COMMA	
així		ADV	
con		C	
faré		VBFI^1^SG	
a		P	
vós		PRO^2^PL	
abdós		D^Q	
.		.	
vuy		ADV	
matí		N	
me		FW	
clamaren		VBDI^3^PL	
a		P	
conseyl		N	
Don		DPR	
Fferrando		NPR	
e		CONJ	
els		D	
richs		ADJ	
hòmens		N	
d’		P	
Aragó		NPR	
e		CONJ	
vengren		VBDI^3^PL	
denant		P	
mi		PRO^D^1^SG	
,		COMMA	
e		CONJ	
vós		PRO^2^PL	
,		COMMA	
Don		DPR	
Exemèn		NPR	
Péreç		NPR	
,		COMMA	
qui		C	
hoïts		VBI^2^PL	
les		D	
paraules		N	
;		;	
e		CONJ	
dixeren		VBDI^3^PL	
-me		PRO^RFL^1^SG	
moltes		D^Q	
de		P	
rahons		N	
que		C	
·m		PRO^D^1^SG	
desconortaren		VBDI^3^PL	
del		P+D	
pendre		VB	
Burriana		NPR	
FOL81v		FOL	
e		CONJ	
proferiren		VBDI^3^PL	
-me		PRO^A^1^SG	
haver		VB	
que		C	
·m		PRO^D^1^SG	
daria		VBPC^3^SG	
lo		D	
rey		N	
de		P	
València		NPR	
,		COMMA	
qui		C	
ha		VBPI^3^SG	
nom		N	
Sayt		NPR	
,		COMMA	
per		P	
ço		PRO^3^SG	
que		C	
·m		PRO^D^1^SG	
levàs		VBDS^3^SG	
de		P	
Burriana		NPR	
;		;	
e		CONJ	
creu		VBPI^1^SG	
que		C	
,		COMMA	
així		ADV	
con		C	
éls		PRO^3^PL	
ho		PRO^A^NTR	
proferiren		VBDI^3^PL	
a		P	
mi		PRO^D^1^SG	
,		COMMA	
que		C	
éls		PRO^3^PL	
en		P	
devien		VBDI^3^PL	
haver		VB	
bona		ADJ	
part		N	
.		.	
E		CONJ	
,		COMMA	
quant		C	
hoí		VBDI^3^SG	
aqueles		D^DEM	
paraules		N	
,		COMMA	
foren		VBDI^3^PL	
-me		PRO^RFL^1^SG	
molt		ADV	
dures		ADJ	
e		CONJ	
molt		ADV	
males		ADJ	
d’		P	
escoltar		VB	
,		COMMA	
e		CONJ	
mandam		VBDI^1^PL	
-los		PRO^D^3^PL	
que		C	
no		NEG	
·ns		PRO^D^1^PL	
ho		PRO^A^NTR	
dixessen		VBDS^3^PL	
,		COMMA	
que		C	
cosa		N	
era		VBDI^3^SG	
que		C	
nós		PRO^1^PL	
no		NEG	
férem		VBPI^1^PL	
per		P	
re		PRO^Q	
per		P	
la		D	
gran		ADJ	
honta		N	
que		C	
nos		PRO^D^1^PL	
pendríem		VBPC^1^PL	
per		P	
levar		VB	
-nos		PRO^RFL^1^PL	
d’		P	
aquest		D^DEM	
siti		N	
.		.	
E		CONJ	
no		NEG	
·ns		PRO^D^1^PL	
poguem		VBDI^1^PL	
abstenir		VB	
que		C	
no		NEG	
haguéssem		VBDS^1^PL	
a		P	
plorar		VB	
per		P	
lo		D	
gran		ADJ	
mal		N	
que		C	
vehíem		VBDI^1^PL	
que		C	
·ns		PRO^D^1^PL	
percaçaven		VBDS^3^PL	
,		COMMA	
que		C	
més		ADV	
querien		VBDI^3^PL	
haver		VB	
del		P+D	
rey		N	
de		P	
València		NPR	
,		COMMA	
que		C	
no		NEG	
gardar		VB	
la		D	
nostra		D^POS	
honra		N	
ni		CONJ+NEG	
la		D	
fe		N	
que		C	
·ns		PRO^A^1^PL	
deuen		VBPI^3^PL	
portar		VB	
.		.	
E		CONJ	
éls		PRO^3^PL	
,		COMMA	
que		C	
·ns		PRO^D^1^PL	
veeren		VBDI^3^PL	
plorar		VB	
,		COMMA	
prengueren		VBDI^3^PL	
-se		PRO^RFL^3^PL	
a		P	
plorar		VB	
ab		P	
nós		PRO^1^PL	
.		.	
E		CONJ	
dix		VBDI^3^SG	
lo		D	
justícia		N	
:		:	
Pus		C	
,		COMMA	
seyor		N	
,		COMMA	
¿		¿	
què		WPRO	
farets		VBFI^2^PL	
ab		P	
aquests		D^DEM	
hòmens		N	
,		COMMA	
que		C	
,		COMMA	
quan		C	
vós		PRO^2^PL	
guardarets		VBPS^2^PL	
,		COMMA	
lexar		VB	
-vos		PRO^D^2^PL	
han		VBPI^3^PL	
sol		ADV	
aquí		ADV	
,		COMMA	
si		C	
no		NEG	
són		VBPI^3^PL	
aquels		D^DEM	
qui		C	
de		P	
vós		PRO^2^PL	
no		NEG	
·s		PRO^RFL^3^SG	
partran		VBDI^3^PL	
tro		P	
a		P	
la		D	
mort		N	
?		?	
e		CONJ	
dix		VBDI^3^SG	
Don		DPR	
Exemèn		NPR	
Péreç		NPR	
:		:	
Seyor		N	
,		COMMA	
mester		N	
havets		VBPI^2^PL	
de		P	
pendre		VB	
conseyl		N	
,		COMMA	
que		C	
ab		P	
falsa		ADJ	
gent		N	
vos		PRO^D^2^PL	
tenits		VBPI^2^PL	
e		CONJ	
ab		P	
mala		ADJ	
;		;	
e		CONJ	
volria		VBPC^3^SG	
ésser		VB	
mort		N	
,		COMMA	
penetenciat		P	
e		CONJ	
confessat		VN	
,		COMMA	
per		P	
la		D	
gran		ADJ	
mala		ADJ	
ventura		N	
que		C	
jo		PRO^1^SG	
veg		VBPI^1^SG	
que		C	
us		PRO^A^2^PL	
fan		VBPI^3^PL	
vostres		D^POS	
hòmens		N	
.		.	
E		CONJ	
jo		PRO^1^SG	
hé		VBPI^1^SG	
aquí		ADV	
tro		P	
a		P	
·xv·		D	
cavallers		N	
e		CONJ	
creu		VBPI^1^SG	
que		C	
·n		PRO^ADV	
retendré		VBFI^1^SG	
més		ADV	
de		P	
·c·		NUM	
que		C	
no		NEG	
·s		PRO^RFL^3^SG	
partran		VBPS^3^PL	
de		P	
vós		PRO^2^PL	
en		P	
esta		D^DEM	
ost		N	
.		.	
E		CONJ	
hajats		VBPS^2^PL	
vostres		D^POS	
conseyls		N	
,		COMMA	
que		C	
Nostre		D^POS	
Seyor		N	
vos		PRO^D^2^PL	
ajudarà		VBFI^3^SG	
con		C	
la		PRO^A^3^PL	
porets		VBFI^2^PL	
pendre		VB	
.		.	
E		CONJ	
dix		VBDI^3^SG	
-li		PRO^D^3^SG	
el		D	
justícia		N	
:		:	
Don		DPR	
Exemèn		NPR	
Péreç		NPR	
,		COMMA	
vós		PRO^2^PL	
sóts		VBPI^2^PL	
mon		D^POS	
frare		N	
e		CONJ	
deïts		VBPI^2^PL	
bé		ADV	
,		COMMA	
mas		CONJ	
lo		D	
rey		N	
no		NEG	
serà		VBFI^3^SG	
bé		ADV	
acompanyat		VN	
de		P	
·c		N	
·		.	
ne		CONJ+NEG	
de		P	
·cc·		NUM	
cavallers		N	
,		COMMA	
estan		VG	
tan		ADV	
a		P	
ins		N	
e		CONJ	
·l		D	
regne		N	
de		P	
València		NPR	
con		C	
és		VBPI^3^SG	
.		.	
E		CONJ	
sobre		P	
açò		PRO^3^SG	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
nós		PRO^1^PL	
:		:	
Així		NPR	
,		COMMA	
¿		¿	
volets		VBPI^2^PL	
que		C	
us		PRO^D^2^PL	
diga		VBPS^3^SG	
veritat		N	
?		?	
&L		ASIDEB	
-		-	
[		[	
e		CONJ	
d’		P	
açò		PRO^3^SG	
creets		VBI^2^PL	
-me		PRO^RFL^1^SG	
bé		ADV	
]		]	
&L+		ASIDEE	
:		:	
jo		PRO^1^SG	
querria		VBPC^1^SG	
ésser		VB	
ferit		VNI	
d’		P	
una		D^Q	
sageta		N	
en		P	
guisa		N	
que		C	
no		NEG	
·n		PRO^ADV	
morís		VBDS^3^SG	
,		COMMA	
que		C	
raó		N	
·n		PRO^ADV	
pogués		VBDS^3^SG	
haver		VB	
contra		P	
la		D	
gent		ADV	
,		COMMA	
per		P	
tal		ADV	
que		C	
dixés		VBDS^3^SG	
hom		N	
que		C	
jo		PRO^1^SG	
no		NEG	
me		PRO^RFL^1^SG	
·n		PRO^ADV	
levava		VBPI^3^SG	
mas		CONJ	
pel		P+D	
colp		N	
que		C	
havia		VBDI^3^SG	
pres		VNI	
.		.	
Mas		CONJ	
jo		PRO^1^SG	
us		PRO^D^2^PL	
diré		VBFI^1^SG	
con		C	
serà		VBFI^3^SG	
:		:	
enviaré		VBFI^1^SG	
al		P+D	
matí		N	
FOL82r		FOL	
per		P	
los		D	
bisbes		N	
e		CONJ	
per		P	
los		D	
richs		ADJ	
hòmens		N	
&L		ASIDEB	
-		-	
[		[	
que		C	
y		PRO^ADV	
havia		VBDI^3^SG	
alguns		D^Q	
de		P	
Cathalunya		NPR	
]		]	
&L+		ASIDEE	
e		CONJ	
per		P	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
,		COMMA	
que		C	
farà		VBFI^3^SG	
tot		D^Q	
ço		PRO^3^SG	
que		C	
jo		PRO^1^SG	
·l		D	
manaré		VBFI^1^SG	
,		COMMA	
e		CONJ	
per		P	
los		D	
bons		ADJ	
hòmens		N	
de		P	
las		D	
ciutats		N	
qui		C	
són		VBPI^3^PL	
aquí		ADV	
;		;	
e		CONJ	
pregar		VB	
-los		PRO^D^3^PL	
hé		VBPI^1^SG	
d’		P	
esta		D^DEM	
rahó		N	
,		COMMA	
així		ADV	
curosament		N	
con		C	
jo		PRO^1^SG	
lo		D	
sabré		VBDI^3^SG	
fer		VB	
ne		CONJ+NEG	
poré		VBFI^1^SG	
,		COMMA	
que		C	
romanguen		VBDI^3^PL	
ab		P	
mi		PRO^D^1^SG	
tro		P	
que		C	
Déus		N	
me		FW	
dó		VBDI^3^SG	
Borriana		NPR	
;		;	
e		CONJ	
éls		PRO^3^PL	
creu		VBPI^1^SG	
que		C	
atorgar		VB	
-m’		PRO^D^3^SG	
ó		PRO^A^NTR	
han		VBPI^3^PL	
.		.	
E		CONJ	
,		COMMA	
quan		C	
los		D	
altres		D^Q	
coneguen		VBDI^3^PL	
la		D	
falsia		N	
que		C	
·ns		PRO^A^1^PL	
conseylaven		VBDI^3^PL	
e		CONJ	
que		C	
aquests		D^DEM	
romanen		VBDI^3^PL	
ab		P	
mi		PRO^D^1^SG	
,		COMMA	
no		NEG	
se		PRO^RFL^3^PL	
n’		PRO^ADV	
osaran		VBFI^3^PL	
anar		VB	
e		CONJ	
per		P	
vergonya		N	
que		C	
hauran		VBFI^1^SG	
romandran		VG	
;		;	
e		CONJ	
així		ADV	
pendrem		VBFI^1^PL	
Burriana		NPR	
a		P	
pesar		VB	
del		P+D	
diable		N	
e		CONJ	
dels		P+D	
mals		N	
hòmens		N	
que		C	
·ns		PRO^D^1^PL	
conseylen		VBDI^3^PL	
mal		N	
.		.	
E		CONJ	
faem		VBDI^1^PL	
-ho		PRO^A^NTR	
en		P	
aquela		D^DEM	
manera		N	
:		:	
que		C	
trametem		VBDS^1^PL	
per		P	
los		D	
richs		ADJ	
hòmens		N	
e		CONJ	
mostram		VBDI^1^PL	
-los		PRO^A^3^PL	
la		D	
paraula		N	
així		ADV	
con		C	
la		D	
havíem		VBDI^1^PL	
pensada		VNI	
.		.	
éls		PRO^3^PL	
,		COMMA	
quan		C	
hoïren		VBDI^3^PL	
la		D	
nostra		D^POS	
paraula		N	
,		COMMA	
dixeren		VBDI^3^PL	
,		COMMA	
los		D	
bisbes		N	
primers		ADJ	
e		CONJ	
puys		ADV	
los		D	
richs		ADJ	
hòmens		N	
,		COMMA	
que		C	
no		NEG	
seria		VBPC^3^SG	
cosa		N	
covinent		ADJ	
e		CONJ	
que		C	
seria		VBPC^3^SG	
mal		N	
qui		C	
àls		PRO^Q	
nos		PRO^D^1^PL	
en		P	
conseylava		VBDI^3^SG	
;		;	
que		C	
,		COMMA	
pus		ADV	
aquí		ADV	
eren		VBDI^3^PL	
venguts		VNI	
,		COMMA	
no		NEG	
romandria		VBPC^3^SG	
per		P	
ells		PRO^3^PL	
que		C	
no		NEG	
la		D	
m’		PRO^D^3^SG	
ajudassen		VBDI^3^PL	
a		P	
pendre		VB	
;		;	
e		CONJ	
que		C	
ho		PRO^A^NTR	
farien		VBPC^3^PL	
en		P	
guisa		N	
que		C	
nós		PRO^1^PL	
coneixeríem		VBDI^1^PL	
que		C	
no		NEG	
romandrie		VBDI^3^SG	
en		P	
éls		PRO^3^PL	
e		CONJ	
que		C	
soffrir		VB	
-nos		PRO^A^1^PL	
hien		VBDI^3^PL	
de		P	
la		D	
messió		N	
e		CONJ	
ajudar		VB	
-nos		PRO^A^1^PL	
hien		VBDI^3^PL	
de		P	
bona		ADJ	
voluntat		N	
.		.	
E		CONJ	
vench		VBDI^3^SG	
a		P	
nós		PRO^1^PL	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
,		COMMA	
quant		C	
açò		PRO^3^SG	
fo		VBDI^3^SG	
passat		VNI	
,		COMMA	
e		CONJ	
dix		VBDI^3^SG	
-nos		PRO^D^1^PL	
:		:	
Seyor		N	
,		COMMA	
ja		ADV	
havets		VBPI^2^PL	
vist		VNI	
qual		C	
conseyl		N	
vos		PRO^RFL^2^PL	
daven		VBDI^3^PL	
,		COMMA	
que		C	
us		PRO^D^2^PL	
levàssets		VBFI^2^PL	
d’		P	
aquest		D^DEM	
logar		N	
.		.	
E		CONJ	
no		NEG	
us		PRO^D^2^PL	
hauria		VBPC^3^SG	
mester		N	
per		P	
nuyla		D^Q	
re		N	
que		C	
ho		PRO^A^NTR	
féssets		VBPS^2^PL	
,		COMMA	
per		P	
què		WPRO	
vos		PRO^RFL^2^PL	
prec		VBPI^1^SG	
que		C	
·m		PRO^D^1^SG	
donets		VBPS^2^PL	
est		D^DEM	
do		N	
:		:	
que		C	
·n		PRO^ADV	
manets		VBPC^2^PL	
fer		VB	
cledes		N	
als		P+D	
conseyls		N	
entrò		P	
a		P	
·ccc_tes·		NUM	
,		COMMA	
e		CONJ	
yo		PRO^1^SG	
anar		VB	
-les		PRO^A^3^PL	
hé		VBPI^1^SG	
metre		VB	
,		COMMA	
e		CONJ	
ma		D^POS	
companya		N	
,		COMMA	
cerca		VBPS^3^SG	
del		P+D	
val		N	
.		.	
E		CONJ	
manats		VBI^2^PL	
a		P	
vostra		D^POS	
companya		N	
que		C	
,		COMMA	
si		C	
los		D	
moros		N	
exien		VBDI^3^PL	
a		P	
nós		PRO^1^PL	
,		COMMA	
que		C	
·ns		PRO^D^1^PL	
acorreguessen		VBDS^3^PL	
,		COMMA	
quar		C	
dels		P+D	
altres		D^Q	
mal		N	
acorreguts		VNI	
seríem		VBPC^1^PL	
.		.	
E		CONJ	
jo		PRO^1^SG	
seré		VBFI^1^SG	
-hi		PRO^ADV	
de		P	
nuyt		N	
e		CONJ	
de		P	
dia		N	
e		CONJ	
d’		P	
aquí		ADV	
no		NEG	
exiré		VBDI^1^SG	
tro		P	
que		C	
Déus		N	
vos		PRO^D^2^PL	
dó		VBDI^3^SG	
Borriana		NPR	
.		.	
E		CONJ	
alí		ADV	
menjaré		VBFI^1^SG	
,		COMMA	
e		CONJ	
a		P	
les		D	
vegades		N	
manat		VN	
a		P	
vostra		D^POS	
companya		N	
que		C	
·m		PRO^D^1^SG	
vinguen		VBPS^3^PL	
ajudar		VB	
de		P	
nuyt		N	
així		ADV	
per		P	
tandes		N	
e		CONJ	
que		C	
m’		PRO^D^3^SG	
acorren		VBDS^3^PL	
.		.	
FOL82v		FOL	
§		§	
E		CONJ	
nós		PRO^1^PL	
responem		VBDI^1^PL	
-li		PRO^D^3^SG	
que		C	
li		PRO^D^3^SG	
ho		PRO^A^NTR	
grahíem		VBDI^1^PL	
molt		ADV	
e		CONJ	
que		C	
enteníem		VBDS^1^PL	
bé		ADV	
que		C	
cor		C	
nos		PRO^D^1^PL	
havia		VBDI^3^SG	
de		P	
fer		VB	
servey		N	
.		.	
E		CONJ	
clamam		VBPI^1^PL	
Don		DPR	
Exemèn		NPR	
Péreç		NPR	
de		P	
Taraçona		NPR	
e		CONJ	
dixem		VBDI^1^PL	
-li		PRO^D^3^SG	
ço		PRO^3^SG	
que		C	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
d’		P	
Entença		NPR	
nos		PRO^D^1^PL	
havia		VBDI^3^SG	
mostrat		VN	
e		CONJ	
pregat		VN	
,		COMMA	
e		CONJ	
él		PRO^3^SG	
dix		VBDI^3^SG	
que		C	
·ns		PRO^D^1^PL	
ho		PRO^A^NTR	
havia		VBDI^3^SG	
dit		VNI	
així		ADV	
con		C	
bon		ADJ	
vassayl		N	
e		CONJ	
leyal		ADJ	
,		COMMA	
perquè		C	
semblava		VBDI^3^SG	
bé		ADV	
que		C	
era		VBDI^3^SG	
de		P	
nostra		D^POS	
natura		N	
;		;	
e		CONJ	
pregà		VBDI^3^SG	
·ns		PRO^D^1^PL	
Don		DPR	
Exemèn		NPR	
Péreç		NPR	
que		C	
ell		PRO^3^SG	
que		C	
volia		VBDI^3^SG	
ésser		VB	
de		P	
sa		D^POS	
ajuda		N	
e		CONJ	
que		C	
·ns		PRO^D^1^PL	
clamava		VBDI^3^SG	
merçè		N	
que		C	
y		PRO^ADV	
fos		VBDS^3^SG	
.		.	
E		CONJ	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
espantà		VBDI^3^SG	
·s		PRO^RFL^3^SG	
del		P+D	
feyt		VNI	
,		COMMA	
e		CONJ	
saberen		VBDI^3^PL	
-ho		PRO^A^NTR	
los		D	
de		P	
la		D	
ost		N	
,		COMMA	
aquels		D^DEM	
que		C	
volien		VBDI^3^PL	
que		C	
nós		PRO^1^PL	
nos		PRO^RFL^1^PL	
levàssem		VBDS^1^PL	
d’		P	
aquel		D^DEM	
loch		N	
,		COMMA	
e		CONJ	
pesà		VBDI^3^SG	
·ls		D	
molt		ADV	
segons		ADV	
que		C	
nós		PRO^1^PL	
hoïm		VBPI^1^PL	
dir		VB	
a		P	
aquels		D^DEM	
qui		C	
parlaven		VBDI^3^PL	
ab		P	
éls		PRO^3^PL	
.		.	
E		CONJ	
,		COMMA	
quan		C	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
ach		VBDI^3^SG	
ses		D^POS	
cledes		N	
,		COMMA	
féu		VBDI^3^SG	
-les		PRO^A^3^PL	
levar		VB	
a		P	
sos		D^POS	
cavallers		N	
e		CONJ	
als		P+D	
escuders		N	
armats		VNI	
tro		P	
a		P	
·quel		N	
logar		N	
on		C	
volien		VBDI^3^PL	
estar		VB	
,		COMMA	
que		C	
era		VBDI^3^SG	
prop		P	
del		P+D	
vail		N	
.		.	
E		CONJ	
,		COMMA	
quant		C	
ach		VBDI^3^SG	
aguisat		VNI	
los		D	
mantels		N	
que		C	
féu		VBDI^3^SG	
fer		VB	
a		P	
·i·		NUM	
maestre		N	
,		COMMA	
estan		VG	
él		PRO^3^SG	
a		P	
les		D	
cledes		N	
,		COMMA	
e		CONJ	
no		NEG	
se		PRO^RFL^3^PL	
·n		PRO^ADV	
partia		VBPC^3^SG	
de		P	
dia		N	
ne		CONJ+NEG	
de		P	
nuyt		N	
,		COMMA	
ans		ADV	
menjava		VBDI^3^SG	
aquí		ADV	
e		CONJ	
no		NEG	
se		PRO^RFL^3^PL	
·n		PRO^ADV	
volia		VBDI^3^SG	
entrar		VB	
a		P	
la		D	
ost		N	
.		.	
E		CONJ	
Don		DPR	
Exemèn		NPR	
Péreç		NPR	
ab		P	
sa		D^POS	
companya		N	
no		NEG	
·s		PRO^RFL^3^SG	
partia		VBPC^3^SG	
d’		P	
él		PRO^3^SG	
,		COMMA	
e		CONJ	
partíem		VBDI^1^PL	
les		D	
companyes		N	
per		P	
hores		N	
,		COMMA	
per		P	
tal		ADV	
que		C	
mils		ADV	
poguessen		VBDS^3^PL	
soffrir		VB	
lo		D	
maltreyt		N	
.		.	
E		CONJ	
una		D^Q	
nuyt		N	
entre		P	
prim		ADJ^Q	
son		D^POS	
e		CONJ	
mija		ADJ	
nuyt		N	
,		COMMA	
exiren		VBDI^3^PL	
los		D	
sarraïns		N	
als		P+D	
mantels		N	
d’		P	
En		DPR	
Bernat		NPR	
Guillem		NPR	
d’		P	
Entença		NPR	
,		COMMA	
en		P	
què		WPRO	
estaven		VBDI^3^PL	
les		D	
cledes		N	
,		COMMA	
e		CONJ	
vengren		VBDI^3^PL	
ab		P	
foch		N	
,		COMMA	
e		CONJ	
foren		VBDI^3^PL	
bé		ADV	
·cc		N	
·		.	
;		;	
e		CONJ	
·ls		D	
altres		D^Q	
pels		P+D	
murs		N	
ab		P	
les		D	
balestes		N	
de		P	
·ii·		NUM	
peus		N	
,		COMMA	
appareylats		VNI	
de		P	
tirar		VB	
,		COMMA	
si		C	
negú		PRO^Q	
hi		PRO^ADV	
volgués		VBDS^3^SG	
acórrer		VB	
.		.	
levà		VBDI^3^SG	
·s		PRO^RFL^3^SG	
la		D	
crida		N	
a		P	
la		D	
ost		N	
:		:	
A		P	
armes		N	
,		COMMA	
a		P	
armes		N	
,		COMMA	
que		C	
·ls		D	
sarraïns		N	
són		VBPI^3^PL	
exits		VNI	
a		P	
les		D	
cledes		N	
d’		P	
En		DPR	
Bernat		NPR	
Guillem!		NPR	
e		CONJ	
nós		PRO^1^PL	
sentim		VBPI^1^PL	
aquel		D^DEM	
brugit		N	
,		COMMA	
e		CONJ	
los		D	
que		C	
jahien		VBDI^3^PL	
en		P	
la		D	
nostra		D^POS	
tenda		N	
e		CONJ	
denant		P	
nós		PRO^1^PL	
dixeren		VBDI^3^PL	
-nos		PRO^D^1^PL	
si		C	
hi		PRO^ADV	
encelarien		VBDI^3^PL	
cavals		N	
.		.	
E		CONJ	
nós		PRO^1^PL	
dixem		VBDI^1^PL	
:		:	
No		NEG	
,		COMMA	
mas		CONJ	
cascú		PRO^Q	
acorre		VB	
con		C	
meylor		ADJ	
pot		VBPI^3^SG	
a		P	
peu		N	
.		.	
E		CONJ	
nós		PRO^1^PL	
sempre		ADV	
de		P	
mantinent		ADV	
vestim		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
lo		D	
perpunt		N	
sobre		P	
la		D	
camisa		N	
,		COMMA	
que		C	
anch		ADV	
no		NEG	
esperam		VBDI^1^PL	
que		C	
·ns		PRO^RFL^1^PL	
vestíssem		VBDS^1^PL	
la		D	
gonela		N	
,		COMMA	
e		CONJ	
ab		P	
uns		D^Q	
·x·		NUM	
que		C	
jahien		VBDI^3^PL	
denant		P	
nós		PRO^1^PL	
,		COMMA	
los		D	
escuts		N	
abrassats		VNI	
e		CONJ	
·ls		D	
capels		N	
de		P	
ferre		N	
al		P+D	
cap		N	
,		COMMA	
corrén		VG	
anam		VBDI^1^PL	
tro		P	
a		P	
les		D	
cledes		N	
on		C	
era		VBDI^3^SG	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
e		CONJ	
dixem		VBDI^1^PL	
-li		PRO^D^3^SG	
:		:	
FOL83r		FOL	
Qu’		NPR	
és		VBPI^3^SG	
açò		PRO^3^SG	
,		COMMA	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
?		?	
e		CONJ	
dixem		VBDI^1^PL	
-li		PRO^D^3^SG	
:		:	
Con		WADV	
vos		PRO^D^2^PL	
va		VBPI^3^SG	
?		?	
e		CONJ	
él		PRO^3^SG	
dix		VBDI^3^SG	
:		:	
Seyor		N	
,		COMMA	
bé		ADV	
e		CONJ	
gint		ADV	
.		.	
E		CONJ	
veus		VBPI^2^SG	
aquí		ADV	
los		D	
moros		N	
que		C	
cuidaven		VBDS^3^PL	
metre		VB	
foch		N	
a		P	
les		D	
cledes		N	
,		COMMA	
mas		CONJ	
,		COMMA	
la		D	
merçè		N	
de		P	
Déu		N	
,		COMMA	
nós		PRO^1^PL	
les		D	
havem		VBPI^1^PL	
bé		ADV	
defendudes		N	
.		.	
E		CONJ	
dix		VBDI^3^SG	
-nos		PRO^D^1^PL	
·i·		NUM	
escuder		N	
:		:	
Seyor		N	
,		COMMA	
ferit		VNI	
és		VBPI^3^SG	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
d’		P	
una		D^Q	
segeta		N	
per		P	
la		D	
cama		N	
.		.	
E		CONJ	
nós		PRO^1^PL	
dixem		VBDI^1^PL	
:		:	
E		CONJ	
enviem		VBDI^1^PL	
per		P	
estopa		N	
a		P	
la		D	
ost		N	
e		CONJ	
tragam		VBDI^1^PL	
-ne		PRO^ADV	
la		D	
sageta		N	
.		.	
E		CONJ	
faem		VBDI^1^PL	
-ho		PRO^A^NTR	
,		COMMA	
e		CONJ	
nós		PRO^1^PL	
mateix		VBPI^3^SG	
tragem		VBDI^1^PL	
-la		PRO^A^3^SG	
-li		PRO^D^3^SG	
e		CONJ	
metem		VBDI^1^PL	
-li		PRO^D^3^SG	
de		P	
la		D	
estopa		N	
ab		P	
aigua		N	
e		CONJ	
faem		VBDI^1^PL	
-li		PRO^D^3^SG	
ligar		VB	
la		D	
nafra		N	
ab		P	
·i·		NUM	
troç		VBPS^3^SG	
de		P	
camisa		N	
de		P	
·i·		NUM	
escuder		N	
;		;	
e		CONJ	
,		COMMA	
quan		C	
ach		VBDI^3^SG	
ligada		VNI	
la		D	
naffra		N	
,		COMMA	
pregam		VBDI^1^PL	
-lo		PRO^A^3^SG	
que		C	
·s		PRO^RFL^3^SG	
n’		PRO^ADV	
entràs		VBDS^3^SG	
a		P	
la		D	
ost		N	
,		COMMA	
que		C	
nós		PRO^1^PL	
hi		PRO^ADV	
daríem		VBPC^1^PL	
conseyl		N	
e		CONJ	
el		D	
estalviarem		VBDS^1^PL	
tro		P	
él		PRO^3^SG	
fos		VBDS^3^SG	
miylorat		VN	
.		.	
E		CONJ	
él		PRO^3^SG	
dix		VBDI^3^SG	
:		:	
Seyor		N	
,		COMMA	
no		NEG	
faré		VBFI^1^SG	
,		COMMA	
qui		C	
també		VBPI^3^SG	
gorré		VBFI^1^SG	
aquí		ADV	
e		CONJ	
meylor		ADJ	
que		C	
no		NEG	
faria		VBPC^3^SG	
en		P	
la		D	
ost		N	
.		.	
E		CONJ	
anch		ADV	
negun		D^Q	
rich		ADJ	
hom		N	
non		NEG	
li		PRO^D^3^SG	
vench		VBDI^3^SG	
acórrer		VB	
si		C	
nós		PRO^1^PL	
no		NEG	
.		.	
E		CONJ	
vim		VBDI^1^PL	
que		C	
él		PRO^3^SG	
deÿa		VBDI^3^SG	
valor		N	
gran		ADJ	
,		COMMA	
e		CONJ	
soffrim		VBDI^1^PL	
-ho		PRO^A^NTR	
.		.	
Ab		CONJ	
tant		ADV	
metem		VBDI^1^PL	
de		P	
les		D	
cledes		N	
que		C	
feytes		VNI	
havíem		VBDI^1^PL	
,		COMMA	
que		C	
estaven		VBDI^3^PL	
per		P	
la		D	
ost		N	
.		.	
E		CONJ	
a		P	
aquesta		D^DEM	
part		N	
esquerra		ADJ	
on		C	
estava		VBPI^3^SG	
Don		DPR	
Bernat		NPR	
Guillem		NPR	
d’		P	
Entença		NPR	
faem		VBDI^1^PL	
fer		VB	
·ii·		NUM	
mantels		N	
.		.	
E		CONJ	
quan		C	
